Tot_sales,Tot_amount,Avg_review,Avg_delivery,Tot_sales_Quartile,Avg_review_Quartile,Tot_amount_Quartile,Avg_delivery_Quartile,SellerScore
14,3002.7000000000007,3.9285714285714284,4.857142857142857,3,2,3,1,3321
1,149.9,5.0,4.0,1,4,1,2,1142
3,768.0,2.6666666666666665,2.0,2,1,2,3,2213
23,907.7700000000001,4.391304347826087,2.5652173913043477,3,3,3,3,3333
2,270.0,4.5,6.5,1,3,2,1,1231
2009,202999.11999999481,3.777501244400199,2.727863688846813,4,2,4,3,4423
79,17624.489999999994,3.7341772151898733,3.1062120818510985,4,2,4,2,4422
1,139.19,5.0,1.0,1,4,1,4,1144
4,512.0,4.0,2.0,2,2,2,3,2223
3,143.70000000000002,5.0,2.6666666666666665,2,4,1,3,2143
30,7595.87,3.9,2.542605029774912,4,2,4,3,4423
1,89.9,5.0,1.0,1,4,1,4,1144
20,2419.000000000001,3.95,1.2,3,2,3,4,3324
8,1849.79,2.0,12.354306584967759,2,1,3,1,2311
5,1096.7,4.6,1.2,2,3,3,4,2334
38,6381.779999999999,4.105263157894737,4.394736842105263,4,2,4,1,4421
1,248.0,4.0,9.0,1,2,2,1,1221
222,15915.29999999995,4.351351351351352,2.171171171171171,4,3,4,3,4433
3,465.51,2.3333333333333335,2.3333333333333335,2,1,2,3,2213
11,1463.0,4.363636363636363,2.3636363636363638,3,3,3,3,3333
1,169.0,1.0,3.278150893247353,1,1,1,2,1112
5,146.0,4.6,1.4,2,3,1,4,2134
2,159.8,5.0,7.5,1,4,1,1,1141
1,267.0,1.0,3.278150893247353,1,1,2,2,1212
12,508.79999999999995,3.9166666666666665,1.0833333333333333,3,2,2,4,3224
1,109.9,5.0,5.0,1,4,1,1,1141
30,4995.5599999999995,4.166666666666667,2.1666666666666665,4,3,4,3,4433
2,1742.99,4.5,14.0,1,3,3,1,1331
40,8124.399999999994,4.225,3.3,4,3,4,2,4432
48,6458.5999999999985,4.0625,2.0833333333333335,4,2,4,3,4423
67,3195.52,3.8358208955223883,2.029850746268657,4,2,3,3,4323
5,188.32,4.8,1.8,2,4,1,4,2144
347,14638.169999999916,3.7348703170028816,5.363112391930835,4,2,4,1,4421
48,4819.760000000001,4.291666666666667,2.8958333333333335,4,3,4,2,4432
3,111.69999999999999,3.6666666666666665,3.0,2,1,1,2,2112
2,118.0,4.0,9.5,1,2,1,1,1121
8,788.3100000000001,3.25,2.375,2,1,2,3,2213
4,3020.0,4.5,1.0,2,3,3,4,2334
27,2020.7300000000007,3.111111111111111,5.5597260582588675,4,1,3,1,4311
1,108.5,3.0,2.0,1,1,1,3,1113
2,539.98,5.0,3.0,1,4,2,2,1242
1,226.6,3.0,3.278150893247353,1,1,2,2,1212
2,199.0,3.0,1.0,1,1,1,4,1114
8,1254.2,3.125,11.25,2,1,3,1,2311
8,5235.2,4.5,1.5,2,3,4,4,2434
5,1475.0,4.4,1.6,2,3,3,4,2334
8,4465.34,4.0,5.409768861655919,2,2,4,1,2421
397,43906.30000000025,4.168765743073048,3.899944964466618,4,3,4,2,4432
2,278.0,2.0,3.278150893247353,1,1,2,2,1212
1,50.0,5.0,3.278150893247353,1,4,1,2,1142
2,192.54000000000002,5.0,1.5,1,4,1,4,1144
60,3344.4000000000015,4.5,1.8833333333333333,4,3,4,3,4433
1,154.9,5.0,9.0,1,4,1,1,1141
6,1304.67,3.5,3.5927169644157844,2,1,3,2,2312
1,175.0,5.0,1.0,1,4,1,4,1144
5,289.7,2.4,2.6,2,1,2,3,2213
1,152.0,5.0,2.0,1,4,1,3,1143
14,451.0999999999999,4.071428571428571,1.5,3,2,2,4,3224
5,779.6999999999999,3.4,7.0,2,1,2,1,2211
46,941.7200000000001,4.173913043478261,1.9130434782608696,4,3,3,3,4333
2,279.89,3.0,5.0,1,1,2,1,1211
74,7639.259999999997,4.081081081081081,6.837837837837838,4,2,4,1,4421
5,199.5,1.0,3.222520714597883,2,1,1,2,2112
6,570.0,1.6666666666666667,3.1666666666666665,2,1,2,2,2212
4,336.0,1.0,18.63907544662368,2,1,2,1,2211
2,430.3,5.0,1.0,1,4,2,4,1244
25,1930.5900000000004,3.44,3.2111260357298943,4,1,3,2,4312
3,684.0,3.6666666666666665,2.3333333333333335,2,1,2,3,2213
91,9584.899999999998,4.131868131868132,2.3076923076923075,4,2,4,3,4423
4,361.97999999999996,3.75,5.75,2,2,2,1,2221
15,2644.9500000000003,2.466666666666667,4.911260357298941,3,1,3,1,3311
454,46030.37000000001,3.8876651982378854,3.806167400881057,4,2,4,2,4422
1,69.9,5.0,7.0,1,4,1,1,1141
6,210.20000000000002,4.833333333333333,4.333333333333333,2,4,2,1,2241
8,1313.0,3.875,1.0,2,2,3,4,2324
33,951.5999999999997,3.787878787878788,4.818181818181818,4,2,3,1,4321
2,1282.0,4.5,1.5,1,3,3,4,1334
9,891.0,3.5555555555555554,3.888888888888889,3,1,3,2,3312
2,199.8,5.0,3.5,1,4,1,2,1142
2,944.98,5.0,9.0,1,4,3,1,1341
1,319.9,1.0,3.278150893247353,1,1,2,2,1212
1,100.9,5.0,3.0,1,4,1,2,1142
3,1230.0,4.0,2.6666666666666665,2,2,3,3,2323
2,86.8,5.0,3.5,1,4,1,2,1142
22,1009.4200000000001,3.5454545454545454,2.0,3,1,3,3,3313
22,4906.99,4.409090909090909,1.6818181818181819,3,3,4,4,3434
78,10022.819999999985,3.0256410256410255,15.913822447349325,4,1,4,1,4411
23,1822.8000000000002,3.130434782608696,3.620789169271624,3,1,3,2,3312
6,171.77,4.0,3.1666666666666665,2,2,1,2,2122
11,294.83000000000004,4.2727272727272725,1.479831899386123,3,3,2,4,3234
1,140.0,5.0,7.0,1,4,1,1,1141
1,179.9,5.0,1.0,1,4,1,4,1144
1,35.0,1.0,3.278150893247353,1,1,1,2,1112
68,3964.4,3.9411764705882355,3.4705882352941178,4,2,4,2,4422
4,359.6,2.5,1.0,2,1,2,4,2214
12,7401.939999999997,4.25,2.3333333333333335,3,3,4,3,3433
2,47.8,4.5,2.0,1,3,1,3,1133
4,1459.6,4.25,7.5,2,3,3,1,2331
7,1315.3000000000002,1.7142857142857142,7.428571428571429,2,1,3,1,2311
6,1002.35,4.166666666666667,1.5,2,3,3,4,2334
39,2429.0,4.461538461538462,3.058414125467881,4,3,3,2,4332
84,6643.089999999994,4.5476190476190474,1.7380952380952381,4,3,4,4,4434
14,2705.1000000000004,4.357142857142857,3.5714285714285716,3,3,3,2,3332
4,245.6,4.25,4.0,2,3,2,2,2232
3,79.69999999999999,4.0,2.0,2,2,1,3,2123
1,167.99,1.0,13.0,1,1,1,1,1111
1,45.8,5.0,2.0,1,4,1,3,1143
16,822.5799999999999,4.625,1.75,3,4,3,4,3344
7,1294.3000000000002,3.5714285714285716,2.7142857142857144,2,1,3,3,2313
3,303.73,4.333333333333333,1.0,2,3,2,4,2234
1,35.0,1.0,3.278150893247353,1,1,1,2,1112
6,351.7,4.333333333333333,1.5,2,3,2,4,2234
74,3713.9000000000005,4.378378378378378,1.9594594594594594,4,3,4,3,4433
180,57168.49000000003,3.8666666666666667,2.727777777777778,4,2,4,3,4423
5,265.3,4.8,3.8,2,4,2,2,2242
5,80.5,3.6,7.2,2,1,1,1,2111
14,3266.600000000001,4.785714285714286,3.0,3,4,3,2,3342
11,657.0699999999999,3.727272727272727,0.8181818181818182,3,2,2,4,3224
4,409.6,4.75,2.75,2,4,2,3,2243
92,17942.799999999992,4.445652173913044,2.358695652173913,4,3,4,3,4433
1,65.0,3.0,2.0,1,1,1,3,1113
2,969.98,4.5,4.5,1,3,3,1,1331
2,59.8,5.0,3.0,1,4,1,2,1142
3,792.0,4.0,14.666666666666666,2,2,2,1,2221
4,139.96,4.75,1.5,2,4,1,4,2144
8,783.1,4.125,4.0,2,2,2,2,2222
7,5657.300000000001,3.2857142857142856,3.857142857142857,2,1,4,2,2412
1,90.0,5.0,2.0,1,4,1,3,1143
2,349.8,4.5,4.0,1,3,2,2,1232
28,8153.099999999997,3.5714285714285716,1.8928571428571428,4,1,4,3,4413
23,1484.3700000000003,3.3043478260869565,3.4782608695652173,3,1,3,2,3312
2,398.0,2.0,10.0,1,1,2,1,1211
6,7630.0,3.6666666666666665,2.6666666666666665,2,1,4,3,2413
23,1269.7700000000002,4.173913043478261,1.4782608695652173,3,3,3,4,3334
1,93.56,5.0,0.0,1,4,1,4,1144
3,261.70000000000005,5.0,3.3333333333333335,2,4,2,2,2242
104,12983.809999999981,4.221153846153846,2.1784259787162954,4,3,4,3,4433
410,222776.04999999952,4.068292682926829,3.5089485496572785,4,2,4,2,4422
1,599.5,5.0,1.0,1,4,2,4,1244
2,159.98,4.5,7.5,1,3,1,1,1131
111,10000.64,3.5675675675675675,1.4504504504504505,4,1,4,4,4414
5,235.59,4.4,2.6,2,3,2,3,2233
1,50.0,4.0,3.0,1,2,1,2,1122
174,4709.600000000002,4.166666666666667,1.735632183908046,4,3,4,4,4434
9,148.3,2.5555555555555554,12.253127877027485,3,1,1,1,3111
2,32.83,3.0,2.0,1,1,1,3,1113
10,1662.1500000000003,5.0,2.4,3,4,3,3,3343
17,2165.85,4.352941176470588,3.2941176470588234,3,3,3,2,3332
525,30311.550000000087,4.041904761904762,3.995875147961413,4,2,4,2,4422
14,8003.0,3.857142857142857,3.039735841892479,3,2,4,2,3422
1,44.9,3.0,3.0,1,1,1,2,1112
5,6750.0,3.2,8.6,2,1,4,1,2411
21,1341.9,4.190476190476191,2.9523809523809526,3,3,3,2,3332
1,169.9,4.0,3.278150893247353,1,2,1,2,1122
1,23.9,5.0,2.0,1,4,1,3,1143
10,2240.0,4.8,1.6,3,4,3,4,3344
86,10961.299999999994,2.8255813953488373,16.07623606728482,4,1,4,1,4411
205,17286.429999999975,4.326829268292683,1.8780487804878048,4,3,4,3,4433
7,649.3,3.857142857142857,2.857142857142857,2,2,2,2,2222
19,3281.66,4.315789473684211,1.9473684210526316,3,3,3,3,3333
7,453.95,4.714285714285714,3.5714285714285716,2,4,2,2,2242
2,144.8,1.0,6.5,1,1,1,1,1111
3,404.0,4.666666666666667,6.333333333333333,2,4,2,1,2241
5,85.5,4.4,1.6,2,3,1,4,2134
4,1362.8000000000002,3.25,1.5,2,1,3,4,2314
14,865.86,3.0,2.5912964923748114,3,1,3,3,3313
2,69.8,5.0,3.0,1,4,1,2,1142
2,385.0,2.5,6.0,1,1,2,1,1211
41,4002.299999999997,4.487804878048781,2.5365853658536586,4,3,4,3,4433
16,1816.55,3.5625,3.75,3,1,3,2,3312
6,664.4,4.0,1.1666666666666667,2,2,2,4,2224
10,294.79999999999995,3.2,4.511260357298942,3,1,2,1,3211
28,4480.599999999999,3.9285714285714284,3.5,4,2,4,2,4422
9,1055.3,4.888888888888889,2.0,3,4,3,3,3343
22,3013.779999999999,3.772727272727273,2.0454545454545454,3,2,3,3,3323
13,766.92,4.538461538461538,4.0,3,3,2,2,3232
270,8814.199999999957,4.229629629629629,1.9777777777777779,4,3,4,3,4433
189,8086.820000000023,3.804232804232804,1.900942597318769,4,2,4,3,4423
2,182.48000000000002,2.5,3.0,1,1,1,2,1112
56,3657.6399999999994,3.767857142857143,2.6964285714285716,4,2,4,3,4423
22,6630.089999999999,4.409090909090909,2.5,3,3,4,3,3433
1,62.45,1.0,3.278150893247353,1,1,1,2,1112
2,734.8,3.0,3.0,1,1,2,2,1212
10,1298.0,4.5,3.0,3,3,3,2,3332
3,151.79,4.666666666666667,3.0,2,4,1,2,2142
2,125.25,5.0,2.5,1,4,1,3,1143
7,245.93000000000004,5.0,3.142857142857143,2,4,2,2,2242
2,243.8,5.0,2.0,1,4,2,3,1243
3,89.69999999999999,5.0,4.0,2,4,1,2,2142
34,5410.049999999999,4.117647058823529,6.029411764705882,4,2,4,1,4421
8,1077.8000000000002,4.375,4.875,2,3,3,1,2331
1,235.0,3.0,3.0,1,1,2,2,1212
3,150.0,3.6666666666666665,3.6666666666666665,2,1,1,2,2112
6,1280.0,3.8333333333333335,3.6666666666666665,2,2,3,2,2322
8,280.3,4.5,9.625,2,3,2,1,2231
1,139.0,5.0,1.0,1,4,1,4,1144
30,1211.0000000000002,4.066666666666666,2.442605029774912,4,2,3,3,4323
2,318.0,4.0,5.5,1,2,2,1,1221
5,125.0,4.4,2.4,2,3,1,3,2133
66,6439.959999999998,4.424242424242424,1.5757575757575757,4,3,4,4,4434
8,178.68,4.75,1.625,2,4,1,4,2144
71,4702.959999999997,4.112676056338028,1.5774647887323943,4,2,4,4,4424
1,3549.0,5.0,3.0,1,4,4,2,1442
2,198.0,1.0,50.0,1,1,1,1,1111
14,9925.5,4.0,7.071428571428571,3,2,4,1,3421
1,640.0,2.0,3.278150893247353,1,1,2,2,1212
1,23.0,1.0,3.278150893247353,1,1,1,2,1112
2,268.99,5.0,2.5,1,4,2,3,1243
3,279.79,2.3333333333333335,3.518767262164902,2,1,2,2,2212
45,6833.0,4.155555555555556,3.3777777777777778,4,3,4,2,4432
18,36459.0,4.277777777777778,4.555555555555555,3,3,4,1,3431
38,3248.8000000000025,4.578947368421052,0.9736842105263158,4,3,3,4,4334
9,791.0,3.4444444444444446,3.6482725199713397,3,1,2,2,3212
14,1104.7,3.7857142857142856,1.3571428571428572,3,2,3,4,3324
1,810.0,5.0,1.0,1,4,2,4,1244
133,27184.500000000007,3.9473684210526314,2.0902255639097747,4,2,4,3,4423
2,139.8,5.0,1.5,1,4,1,4,1144
12,392.33000000000004,4.75,2.3333333333333335,3,4,2,3,3243
10,696.5999999999999,4.6,1.8,3,3,2,4,3234
1,135.0,5.0,7.0,1,4,1,1,1141
129,21838.560000000027,4.209302325581396,2.8006058208778866,4,3,4,2,4432
15,794.3,4.0,2.1333333333333333,3,2,2,3,3223
2,79.8,3.0,4.639075446623677,1,1,1,1,1111
14,778.9,4.642857142857143,0.8571428571428571,3,4,2,4,3244
3,44.97,5.0,1.0,2,4,1,4,2144
15,1360.5900000000001,4.0,1.5333333333333334,3,2,3,4,3324
11,600.5,4.818181818181818,2.5454545454545454,3,4,2,3,3243
181,11171.899999999963,4.154696132596685,2.3827522148798197,4,3,4,3,4433
44,2338.25,4.7272727272727275,3.3863636363636362,4,4,3,2,4342
1,139.0,5.0,4.0,1,4,1,2,1142
2,208.0,4.5,3.0,1,3,1,2,1132
1,48.9,1.0,3.278150893247353,1,1,1,2,1112
12,1886.1000000000004,3.6666666666666665,3.0,3,1,3,2,3312
13,2241.0,3.923076923076923,6.3076923076923075,3,2,3,1,3321
8,764.17,2.75,1.5,2,1,2,4,2214
14,1134.6,4.5,2.642857142857143,3,3,3,3,3333
17,1437.8000000000002,3.4705882352941178,6.0588235294117645,3,1,3,1,3311
36,5173.499999999998,3.4722222222222223,6.361111111111111,4,1,4,1,4411
10,949.78,4.9,1.7,3,4,3,4,3344
17,1872.7900000000002,4.117647058823529,1.3529411764705883,3,2,3,4,3324
9,3104.2000000000003,2.5555555555555554,3.0,3,1,3,2,3312
14,3280.0,3.7857142857142856,3.142857142857143,3,2,3,2,3322
13,1790.6000000000001,3.3076923076923075,2.923076923076923,3,1,3,2,3312
22,1008.7999999999997,3.6363636363636362,4.681818181818182,3,1,3,1,3311
30,6813.479999999997,4.033333333333333,1.6666666666666667,4,2,4,4,4424
41,9397.539999999995,4.195121951219512,1.9268292682926829,4,3,4,3,4433
14,1804.6000000000006,4.357142857142857,0.9285714285714286,3,3,3,4,3334
66,8315.5,4.606060606060606,2.0454545454545454,4,4,4,3,4443
1,14.0,3.0,10.0,1,1,1,1,1111
4,1519.96,3.25,7.75,2,1,3,1,2311
1,739.98,5.0,4.0,1,4,2,2,1242
2,126.80000000000001,4.5,2.5,1,3,1,3,1133
17,3148.0000000000005,4.352941176470588,1.5294117647058822,3,3,3,4,3334
21,2992.100000000001,2.3333333333333335,3.5238095238095237,3,1,3,2,3312
4,1525.0,4.25,1.25,2,3,3,4,2334
23,5239.699999999996,4.695652173913044,1.8695652173913044,3,4,4,3,3443
10,4164.4,4.9,1.1,3,4,4,4,3444
101,33329.020000000055,4.099009900990099,3.267326732673267,4,2,4,2,4422
10,775.76,4.7,1.5,3,4,2,4,3244
2,348.8,1.0,3.278150893247353,1,1,2,2,1212
35,3159.000000000001,4.114285714285714,2.5428571428571427,4,2,3,3,4323
24,263.13000000000005,4.041666666666667,3.6666666666666665,3,2,2,2,3222
2,339.89,1.0,8.139075446623677,1,1,2,1,1211
38,2726.0599999999995,4.315789473684211,3.1578947368421053,4,3,3,2,4332
156,14383.199999999984,4.4423076923076925,2.0448717948717947,4,3,4,3,4433
3,50.0,3.6666666666666665,3.7593836310824513,2,1,1,2,2112
95,6610.7899999999945,4.052631578947368,3.9473684210526314,4,2,4,2,4422
1,650.0,2.0,4.0,1,1,2,2,1212
7,13243.0,3.857142857142857,22.142857142857142,2,2,4,1,2421
33,4074.4000000000033,3.9393939393939394,2.515151515151515,4,2,4,3,4423
2,249.8,5.0,1.5,1,4,2,4,1244
6,1238.5,4.833333333333333,1.1666666666666667,2,4,3,4,2344
12,3761.9399999999996,4.166666666666667,2.0,3,3,4,3,3433
1,1322.64,5.0,1.0,1,4,3,4,1344
1,200.0,5.0,3.0,1,4,1,2,1142
5,421.9,4.0,1.6,2,2,2,4,2224
1,292.99,1.0,3.278150893247353,1,1,2,2,1212
346,112155.52999999959,3.979768786127168,2.538376158651004,4,2,4,3,4423
2,76.8,5.0,2.0,1,4,1,3,1143
33,1883.7800000000009,4.2727272727272725,2.3636363636363638,4,3,3,3,4333
6,134.8,4.5,0.8333333333333334,2,3,1,4,2134
1,22.9,5.0,0.0,1,4,1,4,1144
8,1471.9,4.5,1.75,2,3,3,4,2334
1,445.9,5.0,4.0,1,4,2,2,1242
1,259.0,5.0,1.0,1,4,2,4,1244
3,507.0,4.666666666666667,2.0,2,4,2,3,2243
2,239.98,4.5,5.0,1,3,2,1,1231
9,1165.5,3.4444444444444446,2.2222222222222223,3,1,3,3,3313
9,2471.0,4.222222222222222,1.3333333333333333,3,3,3,4,3334
11,575.79,3.8181818181818183,2.272727272727273,3,2,2,3,3223
5,312.88,4.2,3.4556301786494705,2,3,2,2,2232
4,783.96,4.0,3.0,2,2,2,2,2222
78,2807.3000000000015,4.384615384615385,3.7435897435897436,4,3,3,2,4332
74,9000.869999999986,3.77027027027027,2.098353390449289,4,2,4,3,4423
10,1139.8000000000002,4.8,1.0,3,4,3,4,3344
46,1158.0000000000002,4.543478260869565,1.673913043478261,4,3,3,4,4334
1,98.0,5.0,8.0,1,4,1,1,1141
4,699.0,5.0,3.75,2,4,2,2,2242
29,3677.2000000000003,4.448275862068965,2.103448275862069,4,3,4,3,4433
14,1662.5999999999997,3.5714285714285716,8.214285714285714,3,1,3,1,3311
11,665.9799999999999,4.454545454545454,1.7272727272727273,3,3,2,4,3234
8,1148.8,4.0,1.875,2,2,3,3,2323
60,3919.129999999996,2.9,2.104635848220789,4,1,4,3,4413
4,989.74,5.0,1.0,2,4,3,4,2344
76,13800.599999999982,3.8421052631578947,7.092105263157895,4,2,4,1,4421
17,2943.0,4.764705882352941,2.823529411764706,3,4,3,2,3342
35,15909.399999999998,4.714285714285714,1.6,4,4,4,4,4444
5,2916.6,4.8,2.8,2,4,3,2,2342
130,6595.229999999988,3.4846153846153847,2.3846153846153846,4,1,4,3,4413
2,130.0,1.0,3.278150893247353,1,1,1,2,1112
3,86.6,4.333333333333333,2.6666666666666665,2,3,1,3,2133
17,13585.16,3.7058823529411766,9.235294117647058,3,2,4,1,3421
110,23065.02000000002,4.427272727272728,4.7272727272727275,4,3,4,1,4431
3,3057.7000000000003,4.333333333333333,3.6666666666666665,2,3,3,2,2332
11,286.49999999999994,3.909090909090909,1.8181818181818181,3,2,2,4,3224
2,229.0,5.0,1.0,1,4,2,4,1244
2,600.0,3.0,2.1390754466236768,1,1,2,3,1213
2,74.8,3.0,6.0,1,1,1,1,1111
5,334.5,4.6,2.4,2,3,2,3,2233
1,74.99,1.0,3.278150893247353,1,1,1,2,1112
1,750.0,1.0,3.0,1,1,2,2,1212
3,154.97,1.0,3.278150893247353,2,1,1,2,2112
804,115283.8999999984,4.17910447761194,2.7570508773127913,4,3,4,2,4432
6,487.5,3.0,13.379691815541227,2,1,2,1,2211
1,94.06,5.0,2.0,1,4,1,3,1143
1,95.0,4.0,3.0,1,2,1,2,1122
55,9205.0,4.127272727272727,3.963636363636364,4,2,4,2,4422
3,1310.0,4.666666666666667,1.6666666666666667,2,4,3,4,2344
3,397.0,3.6666666666666665,4.0,2,1,2,2,2212
22,4506.279999999997,3.9545454545454546,3.2071046266588508,3,2,4,2,3422
19,2785.7199999999993,3.263157894736842,3.555594830868143,3,1,3,2,3312
2,399.8,1.0,3.278150893247353,1,1,2,2,1212
1,103.0,4.0,2.0,1,2,1,3,1123
3,105.15,3.0,5.852100595498236,2,1,1,1,2111
1,367.0,5.0,3.0,1,4,2,2,1242
2,149.7,5.0,4.0,1,4,1,2,1142
44,2286.090000000001,4.431818181818182,4.340909090909091,4,3,3,1,4331
6,1037.6,1.6666666666666667,14.666666666666666,2,1,3,1,2311
326,39465.100000000035,3.8496932515337425,3.8404907975460123,4,2,4,2,4422
1,59.3,1.0,8.0,1,1,1,1,1111
27,615.6999999999998,4.62962962962963,2.041207539740348,4,4,2,3,4243
11,815.0999999999999,4.545454545454546,2.727272727272727,3,3,2,3,3233
39,6781.0,3.6923076923076925,5.391747458801214,4,2,4,1,4421
7,139.5,4.428571428571429,3.7142857142857144,2,3,1,2,2132
1,19.9,1.0,3.278150893247353,1,1,1,2,1112
17,398.9999999999999,3.176470588235294,3.0588235294117645,3,1,2,2,3212
137,7598.880000000009,4.262773722627737,1.6131386861313868,4,3,4,4,4434
23,1209.64,4.173913043478261,1.5217391304347827,3,3,3,4,3334
68,3270.1300000000015,4.426470588235294,2.243475026271981,4,3,3,3,4333
2,205.55,4.5,3.5,1,3,1,2,1132
43,3324.9,4.1395348837209305,2.5348837209302326,4,2,4,3,4423
7,489.93,2.0,3.278150893247353,2,1,2,2,2212
1,439.0,5.0,4.0,1,4,2,2,1242
2,517.6,5.0,3.5,1,4,2,2,1242
1,199.9,4.0,1.0,1,2,1,4,1124
7,464.0,4.0,1.0,2,2,2,4,2224
2,779.8,4.0,7.0,1,2,2,1,1221
5,217.7,5.0,3.6,2,4,2,2,2242
15,2245.0,4.2,1.2666666666666666,3,3,3,4,3334
2039,123585.82000000002,3.891613536047082,1.5948734949743655,4,2,4,4,4424
1,41.9,5.0,0.0,1,4,1,4,1144
23,1255.7,4.043478260869565,7.521739130434782,3,2,3,1,3321
11,1702.0,4.636363636363637,6.454545454545454,3,4,3,1,3341
1,14.5,1.0,3.278150893247353,1,1,1,2,1112
3,139.70000000000002,4.666666666666667,3.0,2,4,1,2,2142
14,1486.8,4.5,1.7857142857142858,3,3,3,4,3334
13,343.90000000000003,4.384615384615385,7.538461538461538,3,3,2,1,3231
20,1885.0900000000004,4.35,2.1,3,3,3,3,3333
2,88.2,4.5,3.0,1,3,1,2,1132
40,4319.699999999997,4.225,1.125,4,3,4,4,4434
2,153.6,4.0,5.5,1,2,1,1,1121
1,13.0,1.0,4.0,1,1,1,2,1112
7,209.93,5.0,2.7142857142857144,2,4,2,3,2243
1,89.54,5.0,12.0,1,4,1,1,1141
3,529.7,2.6666666666666665,3.7593836310824513,2,1,2,2,2212
2,298.0,5.0,3.278150893247353,1,4,2,2,1242
1,19.9,5.0,3.0,1,4,1,2,1142
156,14362.299999999997,4.42948717948718,3.0128205128205128,4,3,4,2,4432
188,13378.869999999999,4.101063829787234,1.9961603770917413,4,2,4,3,4423
3,33.81,1.0,3.278150893247353,2,1,1,2,2112
42,3721.3900000000012,3.4285714285714284,2.142857142857143,4,1,4,3,4413
31,12480.0,3.935483870967742,17.75090809333056,4,2,4,1,4421
21,1438.1099999999997,2.9047619047619047,2.4761904761904763,3,1,3,3,3313
11,918.8999999999999,4.454545454545454,3.0,3,3,3,2,3332
87,6341.599999999997,4.310344827586207,1.5862068965517242,4,3,4,4,4434
27,1244.0,4.703703703703703,1.5555555555555556,4,4,3,4,4344
8,1238.0,4.5,3.25,2,3,3,2,2332
1,119.9,5.0,1.0,1,4,1,4,1144
7,3603.0,4.285714285714286,1.0,2,3,4,4,2434
19,8167.9,4.105263157894737,1.105263157894737,3,2,4,4,3424
21,7029.0,4.571428571428571,1.6666666666666667,3,3,4,4,3434
22,5610.0,4.0,1.7980137175679411,3,2,4,4,3424
3,36.0,1.0,3.278150893247353,2,1,1,2,2112
15,1576.0,3.933333333333333,2.533333333333333,3,2,3,3,3323
24,4127.33,3.75,2.375,3,2,4,3,3423
7,666.9,4.714285714285714,0.8571428571428571,2,4,2,4,2244
2,627.0,2.0,8.5,1,1,2,1,1211
84,3827.6299999999933,4.119047619047619,1.9523809523809523,4,2,4,3,4423
8,674.0,2.625,3.5,2,1,2,2,2212
1,189.0,5.0,1.0,1,4,1,4,1144
6,527.67,4.333333333333333,1.5,2,3,2,4,2234
102,6085.529999999994,3.715686274509804,4.7576289303259545,4,2,4,1,4421
6,719.59,3.8333333333333335,1.0,2,2,2,4,2224
12,876.4999999999999,4.25,1.5833333333333333,3,3,3,4,3334
2,159.8,3.0,3.5,1,1,1,2,1112
2,124.0,4.0,1.5,1,2,1,4,1124
1,169.76,5.0,4.0,1,4,1,2,1142
117,11185.429999999993,3.52991452991453,6.23790130495506,4,1,4,1,4411
1,19.9,5.0,2.0,1,4,1,3,1143
7,2478.4,4.857142857142857,2.857142857142857,2,4,3,2,2342
6,120.0,4.833333333333333,1.0,2,4,1,4,2144
3,299.85,4.0,2.3333333333333335,2,2,2,3,2223
2,938.0,5.0,2.0,1,4,3,3,1343
35,3894.05,4.0285714285714285,3.142857142857143,4,2,4,2,4422
1,61.9,5.0,1.0,1,4,1,4,1144
22,1833.4300000000007,4.409090909090909,1.9545454545454546,3,3,3,3,3333
33,7577.6699999999955,3.9393939393939394,6.584186390704465,4,2,4,1,4421
4,139.78,3.5,1.0,2,1,1,4,2114
30,860.8200000000002,3.933333333333333,1.5333333333333334,4,2,3,4,4324
136,6080.469999999996,4.117647058823529,2.3088235294117645,4,2,4,3,4423
22,2075.0,4.545454545454546,1.6363636363636365,3,3,3,4,3334
21,614.3199999999997,4.666666666666667,1.8571428571428572,3,4,2,4,3244
1,1699.0,5.0,2.0,1,4,3,3,1343
89,6260.099999999993,4.022471910112359,1.9438202247191012,4,2,4,3,4423
1,92.9,4.0,1.0,1,2,1,4,1124
13,3990.9100000000003,4.384615384615385,2.076923076923077,3,3,4,3,3433
43,4198.900000000001,3.86046511627907,3.953488372093023,4,2,4,2,4422
23,2068.8,3.9130434782608696,2.0434782608695654,3,2,3,3,3323
12,407.0,4.833333333333333,1.25,3,4,2,4,3244
8,1135.2,4.375,2.875,2,3,3,2,2332
48,3337.9800000000014,4.375,1.4583333333333333,4,3,4,4,4434
10,882.6999999999999,3.9,3.2,3,2,3,2,3322
3,149.79,4.666666666666667,2.0,2,4,1,3,2143
18,3653.0,4.333333333333333,1.8333333333333333,3,3,4,4,3434
6,739.5200000000001,4.5,2.5,2,3,2,3,2233
3,269.0,3.6666666666666665,1.0,2,1,2,4,2214
11,2382.5,4.545454545454546,1.6363636363636365,3,3,3,4,3334
2,31.8,3.0,3.1390754466236768,1,1,1,2,1112
5,324.29,4.6,3.0,2,3,2,2,2232
5,8070.0,3.0,7.8,2,1,4,1,2411
2,1198.0,2.0,2.0,1,1,3,3,1313
18,9139.199999999997,3.8333333333333335,3.388888888888889,3,2,4,2,3422
56,8341.89,4.035714285714286,6.535714285714286,4,2,4,1,4421
5,538.8,5.0,1.6,2,4,2,4,2244
5,443.06,3.4,9.255630178649472,2,1,2,1,2211
1,1107.0,5.0,2.0,1,4,3,3,1343
